abstract_id,line_id,abstract_text,line_number,total_lines,target
24989854,24989854_12_15,The current study is an RCT study evaluating SST in a large sample of Dutch children with ASD in a specific age range ( 10-12 years ) .,12,15,CONCLUSIONS
9083323,9083323_3_9,"Each month for 6 months , subjects received either 3 consecutive weeks of active OC treatment followed by 1 week of inactive drug , or 4 consecutive weeks of color-matched placebo tablets .",3,9,METHODS
18429857,18429857_6_11,"Successful closure of the perforation was achieved in 89 % in the dried fascia group ( 42 of 47 patients ) , 84 % in the fresh fascia group ( 37 of 44 patients ) , and 85 % in the dried and rehydrated group ( 39 of 46 patients ) .",6,11,RESULTS
14998986,14998986_3_8,Forty cancer patients with VREF infection were randomized to receive linezolid 600 mg every 12 h or quinupristin-dalfopristin 7.5 mg/kg every 8 h. All patients were followed up for 30 days after discontinuation of study drugs .,3,8,METHODS
23428884,23428884_2_14,"However , it remains unknown whether treadmill training effects are different from overground walking training .",2,14,BACKGROUND
8829857,8829857_2_7,Pain relief and side effects were assessed at 24 hr after surgery .,2,7,METHODS
24240061,24240061_3_11,Infants ( n = 20 ) with congenital muscular torticollis involving the entire sternocleidomastoid muscle .,3,11,METHODS
7499781,7499781_5_6,We conclude that adjuvant ursodeoxycholic acid administration does not prevent rejection after liver transplantation .,5,6,CONCLUSIONS
24854326,24854326_3_10,Twenty-six female patients scheduled for chemotherapy for breast cancer were included in this study and randomized to the self-care or POHC groups .,3,10,METHODS
16198776,16198776_8_15,The primary outcome measure was mycological cure of the target toenail at 18 months .,8,15,METHODS
16969601,16969601_15_18,Two false-positive lesions were observed at CTC in one patient in the prepped group .,15,18,RESULTS
23194490,23194490_3_9,"Outcomes included an incremental shuttle walk test , peak oxygen uptake , muscular strength , echocardiographic measures , N-terminal pro-brain natriuretic peptide , inflammatory markers , depression ( Beck Depression Inventory ) , and health-related quality of life ( Minnesota Living with Heart Failure Questionnaire and Medical Outcomes Study Short-Form ) .",3,9,METHODS
23451806,23451806_9_10,"When combined with mesalazine enema , prolonged-release mesalazine once-daily 4 g is as effective and well tolerated as 2 g twice-daily for inducing remission in patients with mild-to-moderately active ulcerative colitis ( Clinicaltrials.gov : NCT00737789 ) .",9,10,CONCLUSIONS
23008301,23008301_12_14,LC may be more effective in reducing LR for distal tumors .,12,14,CONCLUSIONS
16389160,16389160_7_10,"Early ACE-I or ARB improve both DAN and LVDD in asymptomatic patients with Type 1 or 2 DM , after 1 year of treatment .",7,10,CONCLUSIONS
21854279,21854279_4_11,"All six models were used to model the effect of an HIV-risk reduction intervention on the count of unprotected sexual occasions ( USOs ) , using data from a previously completed clinical trial among female patients ( N = 515 ) participating in community-based substance abuse treatment ( Tross et al. .",4,11,METHODS
16400058,16400058_8_12,"Treatment with iodine markedly improved iodine and thyroid status : at 24 wk , median UI in the treated group was 172 microg/L , mean TT4 was approximately 40 % higher , and the prevalence of hypothyroxinemia was < 1 % .",8,12,RESULTS
19691851,19691851_11_20,"Plasma concentrations were significantly higher following the first dose , when patients were acutely ill , than after subsequent doses when patients were usually afebrile and clinically improved .",11,20,RESULTS
8660169,8660169_5_6,"When applying the results of clinical trials to clinical practice , clinicians should not equate retinitis border movement of 750 microns or more during the first 4 weeks of treatment with treatment failure .",5,6,CONCLUSIONS
20728227,20728227_2_11,"After entubation and just prior to incision , 3 ml of 0.25 % levobupivacaine with epinephrine was injected into one peritonsillar region while 0.9 % saline was being used for the contralateral side .",2,11,METHODS
24104532,24104532_2_6,"Mean block application duration ( 16.43 vs 6.52.1 min ) , mean sensory block rise time ( 25.25.1 vs 6.93.4 min ) , and time to sensory block termination ( 262.465.2 vs 116.6102.5 min ) was found to longer in Group I with respect to Group S ( p < 0.001 ) .",2,6,RESULTS
17031805,17031805_9_12,HB increased in AE from 12.3 to 12.4 g/dL and declined in PS from 12.25 to 11.77 g/dL ; the between-group differences were significant ( P = .009 ) .,9,12,RESULTS
19875133,19875133_15_17,"Contrast enhancement decreases as degeneration progresses , but some calcific lesions continue to enhance .",15,17,CONCLUSIONS
10618615,10618615_5_14,The tumor sections were stained with anti-Bax and anti-Bcl-2 monoclonal antibody .,5,14,METHODS
21448208,21448208_6_13,"Secondary outcomes included delivery room management , selected neonatal morbidities and the need for blood transfusion during the infants ' hospital stay .",6,13,METHODS
20164800,20164800_0_12,To assess the efficacy and safety of botulinum toxin type A ( BoNT-A ) injection in patients suffering from intractable periorbital pain after acute angle closure glaucoma ( AACG ) .,0,12,OBJECTIVE
19877063,19877063_2_10,"Measures included changes in lumbar spine and hip bone mineral density ( BMD ) , changes in bone biomarkers , fracture incidence , and safety .",2,10,METHODS
12764341,12764341_11_14,"In post hoc analysis , valproate failed to elicit significant improvement in pain or nausea scores over time , whereas prochlorperazine improved pain by 30 minutes ( P < .001 ) and nausea by 15 minutes ( P = .002 ) .",11,14,RESULTS
8937948,8937948_8_9,Final analyses will need to focus on identifying factors associated with the relative success or failure of both clinical change techniques .,8,9,CONCLUSIONS
16039370,16039370_3_16,"Objective , subjective , and radiographic outcomes were assessed at 2 weeks , 4 to 6 weeks , 10 to 12 weeks , 6 months , and 1 - and 2-year intervals .",3,16,METHODS
16363297,16363297_11_13,It is advisable to administer local anesthetics in larger volumes at lower concentrations to improve block quality .,11,13,CONCLUSIONS
15114199,15114199_5_13,Another 10 patients received two puffs of salbutamol 10 min before anesthesia .,5,13,METHODS
17310863,17310863_7_20,Each subject self-administered oral medications 30 minutes before bedtime each night for 3 consecutive 7-day treatment periods .,7,20,METHODS
24167545,24167545_6_11,A regression analysis revealed that serum ferritin and transferrin receptor levels were significantly associated with a decrease in total and uncarboxylated osteocalcin .,6,11,RESULTS
9581367,9581367_5_9,The titanium posts and the stainless steel hollow posts were not significantly different in rigidity .,5,9,RESULTS
23733761,23733761_6_13,Analyses included a significance level of = .10 with no adjustments for multiplicity .,6,13,METHODS
16685052,16685052_6_13,At least 1 wk elapsed between juice treatments .,6,13,METHODS
20373478,20373478_4_10,DZP nonsignificantly increased the percent change of brake reaction time ( BRT ) as compared to PCB at 4 h post-dosing .,4,10,RESULTS
22078420,22078420_6_8,"At 1 year , more patients undergoing SAVR ( 92.3 % ) or TAVI ( 93.2 % ) had New York Heart Association functional class I/II as compared with patients with MT ( 70.8 % , p = 0.003 ) .",6,8,RESULTS
9236451,9236451_1_14,The aim of this study was to compare antegrade crystalloid cardioplegia with antegrade cold blood cardioplegia with warm reperfusion using CTnI release as the criteria for evaluating the adequacy of myocardial protection .,1,14,BACKGROUND
21633074,21633074_0_12,"Despite their beneficial effects on weight loss and blood lipids , high-protein ( HP ) diets have been shown to increase insulin resistance and diabetes risk , whereas high-cereal-fiber ( HCF ) diets have shown the opposite effects on these outcomes .",0,12,BACKGROUND
21568147,21568147_13_14,Sequential therapy was not found to be an acceptable treatment option .,13,14,CONCLUSIONS
15671706,15671706_5_11,"All three of the interventions ( tailored telephone , tailored mail , and tailored telephone and mail ) had significantly better adherence rates compared with the control group ( usual care ) .",5,11,RESULTS
24680148,24680148_2_12,"We recorded the estimated blood loss , time of anal exhaust , postoperative pain score , length of stay , and scar assessment scale associated with transvaginal endoscopic access ( n = 18 ) ( natural orifice transluminal endoscopic surgery ) and laparoscopic salpingectomy ( n = 20 ) ( control group ) for tubal ectopic pregnancy .",2,12,METHODS
22793964,22793964_3_8,"In both groups , the remifentanil and propofol infusion was controlled by the effector site ( Es ) , adjusted to maintain RE desired values ( Groups I and II ) and always assessing the suppression rate ( SR ) .",3,8,METHODS
18043058,18043058_0_13,Electrical stimulation of the P6 acupuncture point reduces the incidence of postoperative nausea and vomiting ( PONV ) .,0,13,BACKGROUND
10562690,10562690_8_15,No difference was detected in any outcome measure in the direct comparison between the two groups .,8,15,RESULTS
18523025,18523025_8_19,"All patients underwent a second examination using WL , as the reference standard .",8,19,METHODS
17634458,17634458_9_12,"In the certolizumab group , antibodies to the drug developed in 8 % of patients , and antinuclear antibodies developed in 2 % .",9,12,RESULTS
10506726,10506726_7_11,After 2 courses of chemotherapy the mean hemoglobin decrease was 1.2 g/dL in the EPO group versus 2.8 g/dL in the control group ( P = 0.037 ) .,7,11,RESULTS
25288035,25288035_3_10,"Following enrollment , participants were tested for HIV and administered a questionnaire at baseline and 14 weeks postpartum .",3,10,METHODS
15817818,15817818_1_10,Increasing experience indicates that a significant proportion of patients do not respond adequately to clopidogrel .,1,10,BACKGROUND
11568790,11568790_1_13,"One hundred sixty-one women who were referred with probable endocervical gonorrhea underwent pretreatment endocervical , anal , and oral cultures for Neisseria gonorrhoeae .",1,13,METHODS
23386268,23386268_6_17,All non-dietary aspects were designed to be equivalent in both groups .,6,17,METHODS
9920950,9920950_2_11,We studied 417 patients with limited small-cell lung cancer .,2,11,METHODS
